S. No.,Method,Acc,Instrument,Qty,Buy Price,Sell Price,Stop Loss,Buy Date,Sell Date
1284,MISC,RA1144,QPOWER,166,819.7,790,,25-08-25,26-08-25
1285,MISC,UT0149,OLECTRA,80,"1,669.16","2,336.82",,25-08-25,
1286,SWING,UT0149,MANAPPURAM,276,272,287.1,,25-08-25,04-09-25
1287,SWING,RA1144,SUDARSCHEM,166,"1,487.30","1,485.00",,28-08-25,01-09-25
1288,SWING,UT0149,SUDARSCHEM,74,"1,488.00","1,485.00",,28-08-25,01-09-25
1289,SWING,XQW072,SUDARSCHEM,108,"1,482.75","1,485.00",,28-08-25,01-09-25
1290,SWING,RA1144,IXIGO,561,296.7,265,,01-09-25,02-09-25
1291,SWING,RA1144,JMFINANCIL,"1,058",186.2,177.54,,01-09-25,10-09-25
1292,SWING,UT0149,JMFINANCIL,793,186.2,186.36,,01-09-25,04-09-25
1293,SWING,XQW072,JMFINANCIL,687,186.2,184.75,,01-09-25,04-09-25
1294,SWING,UT0149,IXIGO,421,296.7,267.5,,01-09-25,02-09-25
1295,SWING,XQW072,IXIGO,365,296.7,266.8,,01-09-25,02-09-25
1296,SWING,RA1144,EVEREADY,461,450.42,456.57,,02-09-25,08-09-25
1297,SWING,UT0149,STARCEMENT,511,305,217.51,,02-09-25,15-04-26
1298,SWING,RA1144,STARCEMENT,681,304.85,286.49,,02-09-25,08-09-25
1299,SWING,XQW072,STARCEMENT,443,304.95,216.67,,02-09-25,15-04-26
1300,SWING,RA1144,CUMMINSIND,47,"3,936.42","4,009.93",,04-09-25,23-09-25
1301,SWING,RA1144,HYUNDAI,84,"2,540.00","2,552.79",,04-09-25,08-09-25
1302,SWING,UT0149,CUMMINSIND,21,"3,936.83","3,994.00",,04-09-25,24-09-25
1303,SWING,UT0149,GPIL,361,251.25,253.84,,04-09-25,29-09-25
1304,SWING,UT0149,HYUNDAI,37,"2,545.15","2,550.50",,04-09-25,08-09-25
1305,SWING,UT0149,BAJAJ-AUTO,6,"9,437.00","8,890.50",,08-09-25,19-12-25
1306,SWING,RA1144,BAJAJ-AUTO,15,"9,437.00","9,127.79",,08-09-25,22-12-25
1307,SWING,RA1144,IOLCP,872,114.32,115.2,,08-09-25,09-09-25
1308,SWING,UT0149,IOLCP,437,114.2,113.6,,08-09-25,10-09-25
1309,SWING,UT0149,QPOWER,77,920,"1,075.05",,10-09-25,15-04-26
1310,SWING,RA1144,INDRAMEDCO,275,502.95,621.2,473.25,10-09-25,07-11-25
1311,SWING,RA1144,INDRAMEDCO,275,502.95,532.3,473.25,10-09-25,20-11-25
1312,SWING,UT0149,INDRAMEDCO,62,504,621.2,473.25,10-09-25,07-11-25
1313,SWING,UT0149,INDRAMEDCO,62,504,532.31,473.25,10-09-25,20-11-25
1314,SWING,RA1144,FEDFINA,796,151,152.11,,11-09-25,23-09-25
1315,SWING,UT0149,QPOWER,77,966,"1,075.05",,11-09-25,15-04-26
1316,SWING,UT0149,FEDFINA,358,151,152.75,,11-09-25,23-09-25
1317,SWING,RA1144,APOLLO,421,319.02,328.16,,12-09-25,23-09-25
1318,SWING,RA1144,ASTRAMICRO,99,"1,094.50","1,091.20",,12-09-25,24-10-25
1319,SWING,RA1144,BEL,332,398.25,405.85,,12-09-25,29-09-25
1320,SWING,RA1144,CARYSIL,166,963,966.7,,12-09-25,10-09-25
1321,SWING,RA1144,COCHINSHIP,113,"1,712.95","1,897.00",,12-09-25,23-09-25
1322,SWING,RA1144,SIRCA,225,469,480.51,,12-09-25,26-09-25
1323,SWING,UT0149,WAAREEENER,14,"3,844.30","3,389.50",,12-09-25,15-04-26
1324,SWING,UT0149,SIRCA,101,469,478,,12-09-25,29-09-25
1325,SWING,RA1144,WAAREEENER,32,"3,807.10","3,393.00",,12-09-25,15-04-26
1326,SWING,RA1144,SARDAEN,444,626.7,585.33,,15-09-25,15-04-26
1327,SWING,RA1144,VASCONEQ,"2,222",62.5,63.8,,17-09-25,29-09-25
1328,SWING,RA1144,NETWEB,16,"3,015.00","3,521.20",,18-09-25,22-09-25
1329,SWING,RA1144,NETWEB,33,"3,015.00","3,016.00",,18-09-25,23-09-25
1330,SWING,RA1144,ADANIPOWER,900,135.67,154.5,,19-09-25,24-09-25
1331,SWING,RA1144,PENIND,193,257.75,254.9,,19-09-25,24-10-25
1332,MISC,UT0149,SILVERBEES,7,123.8,138.88,,22-09-25,27-10-25
1333,SWING,RA1144,ANANTRAJ,56,572,674.4,,23-09-25,14-10-25
1334,SWING,RA1144,BHARATSE,888,168.69,170.1,,23-09-25,29-09-25
1335,SWING,RA1144,LUMAXTECH,108,"1,180.20","1,190.20",,23-09-25,09-10-25
1336,SWING,RA1144,NETWEB,27,"3,015.00","4,194.61",,23-09-25,03-10-25
1337,SWING,RA1144,SUBROS,70,"1,125.00","1,128.26",,23-09-25,26-09-25
1338,SWING,RA1144,ANANTRAJ,72,572,709.5,540,23-09-25,29-09-25
1339,SWING,RA1144,NETWEB,6,"3,015.00","3,885.83","3,015.00",23-09-25,14-10-25
1340,SWING,XQW072,BELRISE,661,158.4,166.01,,23-09-25,19-11-25
1341,SWING,XQW072,BELRISE,616,161,166.01,,23-09-25,19-11-25
1342,SWING,RA1144,ANANTRAJ,141,693.7,674.4,,24-09-25,14-10-25
1343,SWING,UT0149,WAAREEENER,14,"3,533.00","3,389.50",,24-09-25,15-04-26
1344,SWING,RA1144,WAAREEENER,22,"3,533.00","3,393.00",,24-09-25,15-04-26
1345,SWING,RA1144,ADANIPOWER,"1,000",152.58,162.3,148,25-09-25,28-10-25
1346,SWING,RA1144,NETWEB,21,"3,518.70","3,885.83","3,518.70",25-09-25,14-10-25
1347,SWING,RA1144,SUBROS,126,"1,183.92",760.91,,29-09-25,15-04-26
1348,SWING,RA1144,TVSHLTD,14,"13,295.00","13,664.28","12,555.00",03-10-25,16-10-25
1349,SWING,XQW072,YATHARTH,152,822.6,760.4,760.4,08-10-25,11-11-25
1350,SWING,UT0149,TVSHLTD,6,"13,304.00","15,065.00","12,555.00",08-10-25,28-10-25
1351,SWING,XQW072,KRISHANA,75,545.2,493.65,493.8,09-10-25,11-11-25
1352,SWING,RA1144,STALLION,438,343.21,146.1,324.95,14-10-25,15-04-26
1353,SWING,UT0149,WAAREEENER,8,"3,564.26","3,389.50","3,142.70",14-10-25,15-04-26
1354,SWING,RA1144,BLACKBUCK,191,703.04,700.03,650,14-10-25,02-01-26
1355,SWING,RA1144,WAAREEENER,28,"3,564.96","3,393.00","3,142.70",14-10-25,15-04-26
1356,SWING,RA1144,BHARATSE,283,200.26,214.2,192,15-10-25,24-10-25
1357,SWING,RA1144,AUBANK,117,845.16,876.91,850.2,20-10-25,28-10-25
1358,SWING,RA1144,HLEGLAS,232,527.8,528.05,482.4,20-10-25,27-10-25
1359,SWING,RA1144,GOLDCASE,"1,248",20.07,22.79,15,21-10-25,22-01-26
1360,SWING,XQW072,GOLDCASE,25,20.05,23.8,15,21-10-25,18-02-26
1361,SWING,UT0149,GOLDCASE,250,20.07,24.25,15,21-10-25,18-03-26
1362,SWING,RA1144,HBLENGINE,218,967,767.91,922,27-10-25,15-04-26
1363,SWING,RA1144,INOXGREEN,675,253.72,164.62,238.5,27-10-25,15-04-26
1364,SWING,RA1144,TATACOMM,55,"1,937.20","1,542.01","1,843.10",27-10-25,15-04-26
1365,SWING,RA1144,NETWEB,9,"4,114.20","3,411.70","3,701.00",28-10-25,15-04-26
1366,SWING,RA1144,NETWEB,27,"4,114.20","3,513.70","3,513.70",28-10-25,06-11-25
1367,SWING,XQW072,CHENNPETRO,172,874.3,979.7,806.5,30-10-25,06-11-25
1368,SWING,UT0149,CHENNPETRO,66,873,979.7,806.5,30-10-25,06-11-25
1369,SWING,RA1144,ANANDRATHI,68,"3,156.70","3,074.20","2,904.40",30-10-25,02-03-26
1370,SWING,RA1144,HINDCOPPER,233,363.7,340.05,340.05,11-11-25,12-11-25
1371,SWING,RA1144,IFBAGRO,45,"1,492.29","1,496.93","1,496.93",11-11-25,19-11-25
1372,SWING,RA1144,APOLLO,418,272.9,236.63,262.3,12-11-25,15-04-26
1373,SWING,RA1144,CUPID,371,269.2,516.4,253.25,12-11-25,02-01-26
1374,SWING,XQW072,CARTRADE,40,"3,226.00","1,831.78","3,066.30",17-11-25,15-04-26
1375,SWING,XQW072,CHENNPETRO,110,"1,056.83","1,078.96",998.35,17-11-25,19-11-25
1376,SWING,RA1144,CUPID,323,309.99,516.4,295,18-11-25,02-01-26
1377,SWING,RA1144,TVSSRICHAK,19,"4,631.70","4,690.30","4,305.00",19-11-25,04-12-25
1378,SWING,XQW072,GABRIEL,95,"1,053.20","1,075.50",948.1,19-11-25,20-11-25
1379,SWING,XQW072,JPPOWER,"15,700",19.03,20.35,17.6,19-11-25,21-11-25
1380,SWING,UT0149,WAAREEENER,51,"3,249.20","3,389.50","2,821.00",20-11-25,15-04-26
1381,SWING,XQW072,DATAPATTNS,31,"3,193.84","3,413.08","3,027.10",20-11-25,15-04-26
1382,SWING,UT0149,NYKAA,301,269.2,261.11,240,21-11-25,15-04-26
1383,SWING,XQW072,GABRIEL,155,"1,079.70","1,053.87","1,020.00",21-11-25,22-12-25
1384,SWING,XQW072,NYKAA,301,270.06,252.75,255,21-11-25,22-12-25
1385,SWING,RA1144,NYKAA,668,269.3,268,255,21-11-25,20-02-26
1386,SWING,XQW072,TBOTEK,47,"1,746.00","1,675.85","1,610.00",21-11-25,22-12-25
1387,SWING,XQW072,THYROCARE,237,535.18,407.85,"1,470.20",21-11-25,15-04-26
1388,SWING,XQW072,BLISSGVS,87,168.9,171,,24-11-25,22-12-25
1389,SWING,XQW072,HAPPYFORGE,1,"1,034.00","1,077.00","1,000.00",25-11-25,22-12-25
1390,SWING,XQW072,SARDAEN,261,499.2,524.2,472.75,26-11-25,25-02-26
1391,SWING,RA1144,COFFEEDAY,"1,375",36.8,26.72,34.5,15-12-25,15-04-26
1392,SWING,RA1144,INFOBEAN,75,735.96,768.3,696,15-12-25,16-12-25
1393,SWING,RA1144,INDOTHAI,25,401,282.15,385,17-12-25,15-04-26
1394,SWING,RA1144,CUPID,142,427.85,516.4,410,17-12-25,02-01-26
1395,SWING,RA1144,IDEA,50,11.94,11.83,,19-12-25,22-12-25
1396,SWING,XQW072,LOTUSEYE,8,125.45,126.4,,19-12-25,22-12-25
1397,SWING,XQW072,SAKAR,3,422.95,420.1,,19-12-25,22-12-25
1398,SWING,XQW072,SILGO,14,75.1,75.46,,19-12-25,22-12-25
1399,SWING,RA1144,GOLDCASE,"4,730",21.16,22.79,19.5,22-12-25,22-01-26
1400,SWING,XQW072,GOLDCASE,"9,465",21.15,23.8,19.5,22-12-25,18-02-26
1401,SWING,UT0149,GOLDCASE,"4,724",21.17,24.25,19.5,22-12-25,18-03-26
1402,SWING,XQW072,GRSE,41,"2,458.06","2,494.20","2,427.00",01-01-26,19-02-26
1403,SWING,XQW072,RECLTD,280,357.75,358.7,335,01-01-26,02-01-26
1404,SWING,RA1144,SILVERBEES,"1,136",226.37,316.57,214.95,02-01-26,30-01-26
1405,SWING,XQW072,MAZDOCK,61,"2,607.90","2,524.00","2,471.00",02-01-26,15-04-26
1406,SWING,RA1144,POCL,102,"1,488.40","1,215.90","1,387.80",16-01-26,15-04-26
1407,SWING,RA1144,FEDFINA,700,156.4,142.16,153.2,28-01-26,15-04-26
1408,SWING,RA1144,RPOWER,"5,175",29.05,27.35,27.55,28-01-26,15-04-26
1409,SWING,RA1144,INFOBEAN,115,864.56,898.04,830.2,28-01-26,19-02-26
1410,SWING,RA1144,BLISSGVS,780,225.6,232.6,210.2,17-02-26,19-02-26
1411,SWING,RA1144,EDELWEISS,"1,186",128.98,117.59,120.2,18-02-26,15-04-26
1412,SWING,RA1144,AGIIL,770,259.35,265.63,245.2,18-02-26,19-02-26
1413,SWING,XQW072,LUMAXTECH,111,"1,686.20","1,684.80","1,635.45",18-02-26,02-03-26
1414,SWING,RA1144,BANKINDIA,"1,727",173.8,148.8,160.2,23-02-26,15-04-26
1415,SWING,RA1144,SILVERBEES,851,252.34,250.24,,23-02-26,23-02-26
1416,SWING,RA1144,AGIIL,539,278.5,306.61,270.35,23-02-26,05-03-26
1417,SWING,RA1144,KEI,40,"4,909.20","4,974.00","4,796.50",25-02-26,05-03-26
1418,SWING,UT0149,LAURUSLABS,134,"1,090.90","1,086.00","1,000.20",26-02-26,25-02-26
1419,SWING,XQW072,QPOWER,218,899.73,846.1,846.1,26-02-26,02-03-26
1420,SWING,XQW072,PRECWIRE,634,315.2,330,295.5,02-03-26,05-03-26
1421,SWING,RA1144,LUPIN,67,"2,335.00","2,333.59","2,261.30",10-03-26,15-04-26
1422,SWING,RA1144,MTARTECH,34,"3,736.83","4,737.68","3,595.30",10-03-26,15-04-26
1423,SWING,RA1144,KIRLOSENG,63,"1,439.90","1,450.70","1,361.00",10-03-26,18-03-26
1424,SWING,RA1144,POWERINDIA,3,"25,820.00","26,095.00","24,425.00",10-03-26,08-04-26
1425,SWING,RA1144,LUPIN,42,"2,342.50","2,333.59","2,261.30",25-03-26,15-04-26
1426,SWING,RA1144,KRISHANA,225,562,598.08,538,06-04-26,15-04-26
1427,SWING,XQW072,MAHSCOOTER,21,"12,831.00","13,266.76","12,279.00",08-04-26,15-04-26
1428,SWING,XQW072,QPOWER,265,896.2,"1,076.37",851,08-04-26,15-04-26
1429,SWING,UT0149,STLTECH,505,217.3,254.25,201.61,09-04-26,15-04-26
1430,SWING,XQW072,ATHERENERG,125,807.79,915.6,771,09-04-26,15-04-26
1431,SWING,RA1144,NATIONALUM,"1,079",433.3,441.63,405.2,16-04-26,27-04-26
1432,SWING,RA1144,UTLSOLAR,544,254.64,297.4,228.5,16-04-26,24-04-26
1433,SWING,XQW072,NATIONALUM,431,433.2,441.56,405.2,16-04-26,27-04-26
1434,SWING,XQW072,UTLSOLAR,217,254.01,297.4,228.5,16-04-26,24-04-26
1435,SWING,UT0149,NATIONALUM,323,433.1,441.56,405.2,16-04-26,27-04-26
1436,SWING,UT0149,UTLSOLAR,162,254.31,297.4,228.5,16-04-26,24-04-26
1437,SWING,XQW072,KRISHANA,248,629.87,684.88,580,17-04-26,21-05-26
1438,SWING,XQW072,TRUALT,237,445.95,477.9,419.25,17-04-26,07-05-26
1439,SWING,XQW072,UTLSOLAR,190,261.5,287,228.5,17-04-26,05-05-26
1440,SWING,RA1144,KRISHANA,621,628.95,685.38,580,17-04-26,21-05-26
1441,SWING,RA1144,TRUALT,593,445.83,477.9,419.25,17-04-26,07-05-26
1442,SWING,RA1144,UTLSOLAR,476,261.5,287.78,228.5,17-04-26,05-05-26
1443,SWING,UT0149,KRISHANA,186,629.75,685.09,580,17-04-26,21-05-26
1444,SWING,UT0149,TRUALT,178,445.96,477.9,419.25,17-04-26,07-05-26
1445,SWING,UT0149,UTLSOLAR,142,261.5,287.05,228.5,17-04-26,05-05-26
1446,SWING,RA1144,CUPID,"2,380",107.1,149.94,103.85,20-04-26,
1447,SWING,RA1144,TI,506,476.51,667.11,446.8,20-04-26,
1448,SWING,XQW072,CUPID,952,107.1,149.94,103.85,20-04-26,
1449,SWING,XQW072,TI,145,477.17,668.04,446.8,20-04-26,
1450,SWING,UT0149,CUPID,714,107.1,149.94,103.85,20-04-26,
1451,SWING,UT0149,TI,152,476.63,667.28,446.8,20-04-26,
1452,SWING,RA1144,APEX,214,506.66,506.7,467,21-04-26,08-05-26
1453,SWING,RA1144,DATAPATTNS,147,"3,691.75","4,046.16","3,470.00",21-04-26,14-05-26
1454,SWING,UT0149,DATAPATTNS,44,"3,682.70","4,046.06","3,470.00",21-04-26,14-05-26
1455,SWING,RA1144,APOLLO,"1,507",301.85,323.4,282,27-04-26,19-05-26
1456,SWING,XQW072,APOLLO,602,301.88,323.4,282,27-04-26,19-05-26
1457,SWING,UT0149,APOLLO,452,301.87,324.4,282,27-04-26,19-05-26
1458,SWING,RA1144,UTLSOLAR,68,254.64,287.78,228.5,16-04-26,05-05-26
1459,SWING,XQW072,UTLSOLAR,27,254.01,287,228.5,16-04-26,05-05-26
1460,SWING,UT0149,UTLSOLAR,21,254.31,287.05,228.5,16-04-26,05-05-26
1461,SWING,RA1144,KSHINTL,527,669.15,936.81,640,30-04-26,
1462,SWING,UT0149,KSHINTL,158,669.44,937.22,640,30-04-26,
1463,SWING,RA1144,VIDYAWIRES,"3,259",96.8,135.52,91.4,06-05-26,
1464,SWING,XQW072,VIDYAWIRES,"1,303",96.61,135.52,91.4,06-05-26,
1465,SWING,UT0149,VIDYAWIRES,"1,956",96.2,135.52,91.4,06-05-26,
1466,SWING,RA1144,AZAD,134,"2,304.00","3,225.60","2,182.30",08-05-26,
1467,SWING,XQW072,AZAD,53,"2,304.00","2,302.70","2,182.30",08-05-26,
1468,SWING,UT0149,AZAD,40,"2,305.00","3,225.60","2,182.30",08-05-26,
1469,SWING,RA1144,MTARTECH,30,"6,687.82","9,362.95","6,200.00",13-05-26,
1470,SWING,XQW072,MTARTECH,21,"6,757.26","9,362.95","6,200.00",13-05-26,
1471,SWING,XQW072,QPOWER,150,"1,287.00","1,801.80","1,205.00",14-05-26,
1472,SWING,RA1144,POCL,277,"1,532.00","1,551.24","1,477.00",14-05-26,19-05-26
1473,SWING,UT0149,POCL,86,"1,532.00","1,561.20","1,477.00",14-05-26,19-05-26
1474,SWING,XQW072,QPOWER,115,"1,136.30","1,590.82","1,205.00",15-05-26,
1475,SWING,RA1144,APOLLO,"1,127",352.94,494.12,340.75,20-05-26,
1476,SWING,RA1144,ACUTAAS,156,"2,965.20","4,151.28","2,809.00",21-05-26,
1477,SWING,RA1144,AVALON,134,"1,491.97","2,088.76","1,395.55",21-05-26,
1478,SWING,RA1144,RRKABEL,234,"1,994.81","2,792.73","1,898.00",21-05-26,
1479,SWING,UT0149,RRKABEL,74,"1,994.00","2,792.73","1,898.00",21-05-26,
